RSSI,IOT,MCS,CQI,RSRP,RSRQ,BW_Utilization (%),RB_Allocation,UE_Status,QoS_Class,Beamforming,Traffic_Load (kbps),Latency (ms),Backhaul_Status,Mobility,Frequency_Layer,Network_Slice,Handover_Metrics (ms),Retransmission_Rate (%),NFV_Status,Physical_Cell_ID,Active_Features,Energy_Consumption (Watts),UE_Demand (kbps),Current_Resource_Allocation (%),Channel_Conditions
-83,-90,27,10,-125,-14,86.55798635,225,connected,0,51,7737,111,1,high-speed,millimeter wave,4,193,12.44518425,0,216,carrier aggregation,497,8475,77.23812128,0
-109,-13,27,6,-123,-15,43.0862911,118,connected,8,60,13492,102,1,high-speed,millimeter wave,4,409,7.993144632,0,319,carrier aggregation,181,6164,25.18394025,10
-113,-91,15,4,-125,-19,31.24091706,72,connected,5,1,7890,123,0,high-speed,millimeter wave,1,407,5.961312304,1,94,None,213,8479,96.9727661,2
-75,-31,12,4,-99,-14,30.20356583,160,connected,0,20,10867,96,0,high-speed,millimeter wave,2,6,17.62217294,0,160,None,196,11317,3.552874702,3
-83,-8,28,8,-135,-5,12.6754313,261,connected,2,12,10255,65,1,high-speed,millimeter wave,0,432,12.11925026,0,255,MIMO,489,4174,73.70427431,1
-95,-3,3,13,-113,-9,94.5808121,130,connected,8,40,6917,102,1,stationary,millimeter wave,1,120,12.64493674,0,464,carrier aggregation,5,11926,75.21530524,5
-96,-90,14,14,-97,-7,90.40050775,113,connected,6,19,12110,128,1,stationary,millimeter wave,0,157,23.115238,1,265,MIMO,361,10179,20.82751334,7
-85,-56,27,0,-135,-12,79.80272403,143,connected,8,53,11647,33,0,stationary,sub-6 GHz,2,82,12.95036402,0,6,None,317,10109,37.74062822,4
-115,-43,19,6,-80,-10,70.53177298,46,handover,5,25,4580,85,1,high-speed,sub-6 GHz,4,200,17.89806039,0,449,MIMO,56,11193,60.08628551,10
-115,-59,10,14,-127,-13,100,87,connected,3,26,6534,92,1,high-speed,sub-6 GHz,0,82,18.62129997,0,443,carrier aggregation,418,11973,35.04075638,3
-89,-79,30,6,-134,-19,100,174,connected,2,25,9527,18,1,high-speed,millimeter wave,4,286,1.446281052,1,433,MIMO,267,7781,84.00725715,10
-112,-26,7,10,-99,-16,85.96442553,232,connected,1,62,11640,120,1,stationary,sub-6 GHz,3,334,3.674711942,0,6,None,329,2545,64.11922762,7
-82,-84,8,10,-119,-17,40.19023583,160,handover,3,57,11599,15,0,stationary,sub-6 GHz,4,437,15.26959456,1,91,carrier aggregation,123,4541,60.41177535,10
-88,-17,16,1,-125,-18,100,185,connected,3,40,7393,59,0,high-speed,sub-6 GHz,0,445,2.155091139,1,177,carrier aggregation,345,2885,46.30124634,7
-92,-89,7,10,-124,-8,60.28203728,260,connected,5,20,6893,114,0,high-speed,millimeter wave,1,425,3.16903,1,277,MIMO,240,10863,15.92893852,1
-102,-40,8,4,-104,-5,43.64589455,25,connected,9,55,11034,27,1,stationary,millimeter wave,0,281,7.08834517,1,482,carrier aggregation,386,10880,88.51431151,9
-95,-95,21,8,-118,-16,12.28035805,68,connected,1,62,10957,89,1,stationary,millimeter wave,2,444,7.901445477,0,293,None,400,5375,54.52511066,1
-83,-50,5,15,-90,-5,49.53033468,244,connected,0,32,9222,73,0,stationary,millimeter wave,3,478,20.53627749,1,140,carrier aggregation,22,2733,35.21442413,10
-96,-25,25,11,-138,-4,21.45295424,125,idle,9,48,7670,107,1,stationary,sub-6 GHz,2,442,9.096818478,1,323,MIMO,300,13228,15.02349956,8
-109,-74,1,7,-134,-5,79.97422764,102,connected,2,44,5968,97,1,high-speed,millimeter wave,4,354,14.91204332,1,180,None,436,11561,42.3973832,4
-102,-68,30,13,-84,-8,36.07430489,35,connected,2,24,3347,80,1,high-speed,millimeter wave,3,96,20.63052371,1,475,carrier aggregation,71,2986,85.58210275,0
-112,-44,22,10,-120,-17,100,194,connected,3,18,8313,92,1,stationary,millimeter wave,2,168,16.82138676,0,207,None,118,4244,15.13079069,10
-95,-67,26,11,-129,-6,75.18580123,67,connected,2,46,12780,48,1,stationary,millimeter wave,0,417,12.7057116,0,256,None,4,10531,74.5618258,0
-91,-30,27,14,-118,-19,30.75772111,266,connected,8,9,6120,64,0,stationary,sub-6 GHz,0,169,12.2806643,1,179,carrier aggregation,283,8591,54.70783259,8
-94,-98,1,3,-114,-15,84.07346412,38,connected,3,10,13625,43,0,stationary,millimeter wave,2,236,5.925428428,1,389,MIMO,463,6488,4.027722122,3
-87,-67,14,1,-137,-10,23.37052325,189,connected,6,16,6723,110,0,high-speed,millimeter wave,2,81,19.42858884,0,345,MIMO,244,8550,67.04950789,1
-91,-16,22,2,-137,-8,100,266,connected,3,12,5332,71,0,high-speed,millimeter wave,2,387,6.071559568,1,263,MIMO,167,4921,17.26659219,3
-97,-86,5,10,-125,-13,80.79125999,18,handover,9,55,8377,82,1,stationary,sub-6 GHz,2,68,11.09848384,1,8,MIMO,73,11446,30.15864546,1
-79,-58,19,14,-74,-8,100,85,connected,5,59,4439,53,0,stationary,millimeter wave,3,89,17.7663059,1,217,carrier aggregation,51,9640,71.48420631,5
-109,-92,11,3,-94,-17,75.97674057,252,connected,5,31,11054,31,0,high-speed,millimeter wave,3,494,11.14930418,1,163,MIMO,30,4727,5.208045998,6
-89,-74,14,10,-84,-19,89.03536012,60,connected,6,8,6911,34,0,high-speed,sub-6 GHz,2,150,11.68232874,1,170,MIMO,440,8594,69.34224594,1
-84,-72,14,5,-91,-7,86.89417986,134,connected,2,15,8785,80,0,stationary,sub-6 GHz,0,195,17.75036363,0,246,MIMO,142,7274,86.79769651,6
-86,-43,31,2,-86,-12,28.909041,250,connected,0,57,5699,80,0,high-speed,millimeter wave,1,137,22.88283875,0,84,carrier aggregation,49,12267,16.40916339,9
-96,-57,25,3,-110,-6,42.52930106,233,connected,7,53,11008,101,0,high-speed,millimeter wave,4,378,7.110307839,1,48,None,436,5664,14.82324132,3
-115,-39,20,11,-136,-13,20.78254615,101,connected,1,62,13284,16,1,high-speed,sub-6 GHz,1,151,8.230267188,0,187,carrier aggregation,496,4674,94.21119142,1
-120,-84,2,5,-90,-16,34.68237955,205,connected,5,34,5209,101,0,high-speed,sub-6 GHz,1,107,9.601906899,0,357,carrier aggregation,457,9516,56.29738243,5
-81,-79,20,5,-99,-14,24.8442493,160,connected,5,6,7372,26,1,stationary,sub-6 GHz,4,74,5.549241799,1,362,None,190,7279,96.37816983,2
-115,-77,14,11,-89,-7,100,262,connected,4,0,11112,66,1,stationary,millimeter wave,3,237,15.22990777,1,494,MIMO,236,2895,75.61281596,4
-80,-69,4,1,-104,-8,67.63700699,268,connected,6,43,11728,99,0,stationary,sub-6 GHz,1,186,10.20263254,0,110,None,123,8081,55.13355146,3
-115,-19,3,4,-136,-18,98.77511981,8,handover,5,50,6191,65,1,stationary,sub-6 GHz,4,106,20.91555904,1,264,None,196,11329,78.86207773,7
-98,-10,9,2,-100,-11,38.08814285,248,connected,7,10,12522,99,1,high-speed,sub-6 GHz,2,65,15.4639769,0,21,MIMO,109,12883,78.2223548,8
-75,-42,12,5,-89,-19,68.48692099,121,idle,4,53,5690,78,1,stationary,sub-6 GHz,2,264,14.94808946,0,227,MIMO,456,11460,99.66015922,1
-112,-32,27,9,-118,-15,74.22220832,68,connected,6,5,9586,83,1,stationary,millimeter wave,2,163,20.00832423,0,168,MIMO,62,14731,28.3720467,5
-99,-6,21,7,-106,-9,29.67077691,156,connected,4,38,8546,63,1,stationary,sub-6 GHz,3,428,18.53738851,1,168,carrier aggregation,129,7664,35.73883693,9
-95,-45,5,9,-100,-5,27.88341179,23,connected,6,59,5682,71,0,stationary,millimeter wave,1,19,21.92124818,0,144,carrier aggregation,54,11378,46.6677817,8
-96,-90,31,9,-99,-5,62.03798894,238,connected,2,54,11597,74,1,stationary,sub-6 GHz,3,306,5.705332796,0,237,None,466,3579,29.76227774,1
-93,-97,22,9,-77,-19,23.47125571,81,handover,2,17,9457,68,1,stationary,millimeter wave,1,303,12.86144683,1,72,carrier aggregation,378,11354,95.99881563,10
-96,-16,31,11,-114,-19,37.38050717,146,connected,5,5,7910,70,0,stationary,sub-6 GHz,2,109,14.72809015,0,445,MIMO,57,5530,40.75705677,3
-109,-17,17,4,-86,-11,46.11731751,136,idle,1,7,9662,45,1,high-speed,sub-6 GHz,2,60,3.867861904,1,343,carrier aggregation,263,10893,93.05712606,0
-100,-51,8,11,-128,-18,12.53996548,246,connected,6,35,7029,54,1,stationary,sub-6 GHz,3,435,9.427846909,1,189,carrier aggregation,391,11772,44.9134013,3
-92,-82,25,0,-124,-5,37.5399143,178,connected,0,15,7372,30,1,high-speed,millimeter wave,4,496,19.22325051,1,90,carrier aggregation,114,7986,63.0197347,0
-99,-48,10,6,-93,-15,55.86406432,7,connected,3,28,11717,10,1,high-speed,sub-6 GHz,2,19,15.66633125,1,212,carrier aggregation,2,6418,96.40853999,3
-77,-36,26,0,-87,-10,73.44752046,91,connected,3,24,12290,40,1,high-speed,millimeter wave,1,186,7.687642906,1,62,carrier aggregation,25,9897,97.24025448,9
-89,-74,22,6,-121,-13,59.53748647,258,handover,1,23,13600,55,0,high-speed,sub-6 GHz,4,125,6.313919533,0,384,MIMO,30,8521,84.78623964,9
-79,-86,9,12,-133,-16,12.11515621,25,handover,9,16,8789,46,1,high-speed,sub-6 GHz,0,422,12.19840493,0,481,None,353,10960,20.20384769,3
-102,-79,22,8,-118,-19,64.23058221,25,idle,8,11,7406,69,0,stationary,millimeter wave,3,482,9.818035008,1,61,MIMO,94,7141,16.81917266,6
-95,-90,1,14,-108,-15,46.075952,203,connected,4,11,12471,69,1,high-speed,millimeter wave,2,114,9.632866586,1,453,MIMO,390,6266,10.99896281,2
-94,-88,25,12,-123,-5,100,100,connected,1,50,5103,84,0,high-speed,millimeter wave,3,129,3.736866707,1,47,None,105,6383,54.78301988,8
-100,-100,4,4,-103,-4,44.63334283,222,connected,7,48,8900,31,0,high-speed,millimeter wave,1,223,20.33605438,1,434,carrier aggregation,1,9525,54.38486659,1
-84,-3,12,14,-123,-10,42.45748116,75,connected,6,22,11933,105,0,high-speed,sub-6 GHz,0,53,4.886812002,1,69,None,351,6077,69.2063672,6
-117,-42,11,13,-139,-10,49.31677978,238,connected,5,40,11509,111,1,high-speed,millimeter wave,2,370,17.89636636,0,205,carrier aggregation,5,9580,32.63654589,5
-110,-79,4,0,-134,-17,41.94535102,98,handover,4,33,8643,73,1,stationary,millimeter wave,2,279,23.27752132,0,172,carrier aggregation,402,12546,37.72111603,9
-116,-38,9,7,-109,-6,46.08945785,103,connected,4,46,11473,124,1,stationary,millimeter wave,2,51,21.73735651,1,137,carrier aggregation,65,14262,75.98238547,4
-97,-20,28,4,-129,-9,93.17027362,116,connected,2,27,11798,45,1,stationary,millimeter wave,1,465,3.812979377,1,454,None,423,12373,75.17035397,10
-116,-64,14,5,-93,-13,54.91494616,248,connected,2,28,5980,75,1,stationary,sub-6 GHz,3,16,19.70784091,0,27,MIMO,124,13787,20.87839988,5
-116,-40,2,15,-86,-15,83.69579703,195,idle,8,4,3058,22,1,stationary,millimeter wave,4,208,6.978926805,1,414,MIMO,287,5245,33.37444766,6
-109,-86,9,8,-111,-15,35.59729005,142,connected,6,41,12229,43,0,stationary,sub-6 GHz,3,332,5.49584757,0,21,None,338,8842,26.55484758,8
-77,-32,3,0,-139,-7,38.17177523,13,connected,4,43,4167,90,0,high-speed,millimeter wave,3,480,19.60911386,1,445,None,219,8217,33.54297415,2
-91,-24,13,11,-119,-14,17.66992456,190,handover,6,32,2735,112,1,stationary,sub-6 GHz,4,403,6.844985556,1,417,None,326,8820,80.37941322,6
-91,-92,27,7,-126,-11,39.06473168,192,idle,6,60,11047,88,0,high-speed,millimeter wave,1,452,17.79892345,1,345,MIMO,5,5938,99.53662787,0
-88,-82,18,0,-125,-5,65.41184288,135,handover,3,25,4183,97,0,high-speed,sub-6 GHz,0,246,12.78082579,0,494,carrier aggregation,197,11875,38.54773815,0
-87,-21,11,9,-122,-14,84.25261197,84,connected,0,35,9077,29,0,stationary,millimeter wave,4,383,9.752722077,0,211,MIMO,436,4556,88.27762694,10
-74,-27,18,1,-100,-8,20.43427202,194,connected,4,21,12108,88,0,stationary,millimeter wave,1,240,18.83786512,0,260,MIMO,139,8385,85.24399777,4
-84,-94,30,8,-92,-18,66.92892348,96,connected,2,1,13280,86,0,high-speed,sub-6 GHz,1,237,21.0986129,1,18,MIMO,365,11215,72.44814117,2
-92,-95,22,5,-75,-18,63.66122326,121,connected,2,1,7384,121,0,stationary,sub-6 GHz,3,84,22.45668647,1,171,MIMO,204,4938,43.28409194,0
-113,-9,28,6,-91,-6,16.81345674,57,connected,5,16,8342,28,0,stationary,millimeter wave,2,198,13.50982396,1,199,MIMO,249,7950,20.69430758,10
-89,-100,0,15,-108,-10,84.36541241,144,idle,5,57,13744,47,1,high-speed,sub-6 GHz,0,214,11.01227331,1,316,MIMO,438,10651,77.44720798,0
-111,-92,13,3,-128,-7,100,127,connected,6,23,14412,98,1,stationary,sub-6 GHz,2,309,15.1228436,1,433,carrier aggregation,429,11380,10.0602517,6
-92,-88,5,4,-115,-6,22.06607142,163,connected,1,58,9815,85,0,stationary,millimeter wave,3,466,7.041487664,1,331,None,79,10665,71.91877217,5
-75,-73,23,2,-129,-11,87.51722157,64,handover,5,14,5581,18,1,high-speed,millimeter wave,4,69,10.9114938,1,480,carrier aggregation,417,6851,59.28647901,6
-102,-33,24,13,-123,-17,99.28051083,237,connected,0,56,12550,42,0,stationary,millimeter wave,3,179,6.71095492,0,194,carrier aggregation,108,5184,42.4259433,3
-95,-14,4,10,-98,-7,66.51344885,7,connected,6,0,8562,114,0,high-speed,sub-6 GHz,3,466,7.464044655,0,254,None,178,4043,20.88022256,4
-110,-100,6,14,-87,-18,26.30943893,83,connected,6,37,2843,19,1,stationary,sub-6 GHz,1,97,13.95445627,0,479,carrier aggregation,436,14289,81.53177367,6
-92,-83,12,14,-74,-15,57.85175358,181,connected,7,43,4840,107,0,high-speed,millimeter wave,1,276,17.17126701,1,318,carrier aggregation,260,11296,36.8109457,0
-109,-81,8,0,-104,-16,17.54364356,32,connected,3,42,9680,13,0,high-speed,sub-6 GHz,3,479,3.892126579,0,123,MIMO,315,12414,83.61003261,8
-115,-36,31,3,-125,-12,91.5658723,263,connected,3,29,3524,41,0,stationary,sub-6 GHz,3,290,22.46922441,0,335,MIMO,54,7395,17.12637874,10
-119,-76,1,2,-86,-8,53.60080468,153,idle,1,20,6107,32,0,stationary,millimeter wave,4,191,14.64055086,1,434,None,391,11206,21.72715664,7
-77,-48,11,15,-105,-16,12.19556255,200,connected,8,33,12640,47,1,stationary,sub-6 GHz,2,107,3.463871748,1,22,None,394,11249,86.19130461,3
-107,-72,25,14,-85,-20,100,170,idle,9,1,10105,86,0,stationary,millimeter wave,4,438,7.75605275,1,223,None,160,5466,63.35062609,10
-99,-10,23,0,-93,-8,67.58788725,14,connected,2,11,11406,88,0,high-speed,sub-6 GHz,3,217,11.53550176,1,472,None,491,9338,77.25420971,1
-104,-39,2,2,-133,-8,45.11734727,140,connected,8,45,5815,98,1,stationary,sub-6 GHz,3,180,13.87235974,0,330,None,112,10682,88.64343144,6
-76,-39,18,10,-72,-13,79.46028722,195,connected,6,23,15257,104,1,stationary,millimeter wave,4,251,21.81200715,0,257,MIMO,327,5280,16.60618484,0
-103,-66,11,1,-130,-20,37.83851841,37,handover,6,48,6634,106,1,high-speed,millimeter wave,4,326,11.66774124,1,473,MIMO,466,4399,88.99516421,8
-88,-5,23,2,-99,-16,67.79207512,114,handover,9,25,7171,47,0,high-speed,sub-6 GHz,2,308,11.84394497,0,44,carrier aggregation,220,7998,67.10929287,5
-93,-57,19,2,-110,-9,41.30527574,226,idle,3,6,6534,47,1,stationary,sub-6 GHz,1,9,10.65704405,0,276,carrier aggregation,425,6144,67.49488843,1
-98,-28,25,8,-71,-6,95.53746846,129,connected,7,43,12230,48,1,stationary,sub-6 GHz,1,191,7.139325204,1,116,None,187,8941,26.72440203,3
-91,-11,29,1,-118,-6,51.01373597,72,connected,6,46,6066,108,0,stationary,millimeter wave,4,451,1.571287521,1,228,None,321,8533,3.68486452,4
-93,-90,12,8,-137,-12,41.268961,50,connected,2,43,4936,115,1,high-speed,sub-6 GHz,1,395,8.081783298,1,325,MIMO,41,12491,73.468078,3
-89,-58,30,4,-119,-11,96.9024097,165,connected,4,60,11901,101,0,high-speed,millimeter wave,3,258,24.76813729,0,477,carrier aggregation,285,7307,65.76986885,3
-75,-56,11,6,-82,-20,15.28731175,122,connected,2,3,3693,104,0,stationary,millimeter wave,1,442,19.84365506,0,246,carrier aggregation,385,6580,83.65535164,3
-106,-68,20,12,-81,-16,77.22464725,34,connected,4,35,12636,33,1,high-speed,millimeter wave,2,407,10.06727319,1,347,carrier aggregation,467,10580,68.52145405,1
-120,-62,9,0,-139,-14,74.41525557,133,handover,0,34,8023,40,1,stationary,millimeter wave,0,127,15.06833905,1,205,MIMO,225,7681,50.5450849,5
-83,-1,26,6,-101,-14,41.65841124,106,connected,1,13,7103,121,0,stationary,millimeter wave,0,199,19.37396891,1,250,MIMO,433,7600,78.0068483,7
-111,-35,25,10,-109,-5,99.40422777,105,handover,6,14,9556,107,1,stationary,millimeter wave,2,200,22.01437628,0,296,None,265,12282,39.88203539,9
-108,-14,21,5,-92,-20,54.12921682,213,connected,3,15,4986,69,0,high-speed,sub-6 GHz,4,24,11.11587702,1,167,None,111,12979,76.83235963,2
-93,-8,13,5,-129,-16,81.78451392,93,handover,2,34,10766,64,1,high-speed,millimeter wave,4,142,13.32083099,1,413,carrier aggregation,369,12303,74.43499532,5
-100,-83,13,5,-84,-10,85.87247904,147,connected,6,38,12962,60,1,high-speed,sub-6 GHz,3,329,20.63885428,0,308,MIMO,142,11860,41.92740423,2
-96,-12,0,14,-90,-4,11.75077271,221,connected,5,52,3214,51,1,stationary,millimeter wave,2,150,5.664489455,0,472,carrier aggregation,97,5730,74.86490772,5
-87,-59,11,1,-96,-6,41.42117983,257,connected,0,5,6091,14,0,stationary,millimeter wave,4,466,16.71108771,0,305,MIMO,43,6313,6.38889836,5
-88,-67,1,12,-73,-4,56.81215614,241,connected,7,8,13212,11,0,high-speed,sub-6 GHz,3,449,3.024430736,0,163,carrier aggregation,469,4929,82.50152208,2
-75,-64,2,5,-91,-14,35.63357769,228,connected,1,53,10649,80,1,high-speed,sub-6 GHz,2,167,19.08897699,1,249,None,50,10503,0.455512208,10
-91,-69,19,2,-72,-18,89.35683494,193,connected,7,58,11401,38,0,stationary,sub-6 GHz,0,36,21.63220496,1,203,carrier aggregation,26,8117,99.79878801,9
-93,-45,8,10,-80,-12,9.78400021,106,connected,5,22,7049,64,0,high-speed,millimeter wave,4,479,14.38349321,1,227,carrier aggregation,425,8815,22.17891104,9
-97,-74,23,5,-78,-16,95.20304758,9,connected,9,62,5773,47,1,high-speed,sub-6 GHz,3,442,8.549644128,1,387,None,252,9554,20.14397952,8
-107,-18,27,9,-110,-5,72.34519269,218,connected,3,32,7461,82,1,high-speed,millimeter wave,4,410,14.50514896,1,7,MIMO,487,6291,81.9009378,6
-82,-77,3,3,-131,-14,15.2900873,18,connected,0,18,11449,100,1,stationary,millimeter wave,4,368,11.47243288,0,366,None,450,5958,28.53723625,6
-119,-98,15,1,-115,-14,17.8795885,48,connected,9,50,9831,112,0,stationary,sub-6 GHz,0,221,10.79299443,0,234,None,376,3063,45.86103524,1
-120,-82,4,8,-77,-5,67.31805614,143,idle,5,54,8661,110,0,high-speed,millimeter wave,0,495,6.874119452,1,154,None,337,10901,92.21107291,4
-120,-69,28,1,-86,-7,28.96374308,223,connected,6,36,8058,110,0,high-speed,millimeter wave,3,111,5.112243356,1,252,None,98,8337,83.88498795,8
-116,-85,2,11,-139,-10,100,226,connected,2,40,8805,102,1,high-speed,millimeter wave,1,131,13.89011292,0,193,MIMO,383,8062,14.90458958,3
-102,-75,17,2,-119,-20,36.50373226,195,connected,6,59,10274,74,1,high-speed,sub-6 GHz,3,426,13.17495756,1,382,carrier aggregation,218,12308,74.30746176,4
-78,-85,30,13,-91,-19,39.7190041,93,connected,7,6,6446,106,1,high-speed,millimeter wave,4,224,13.43258774,1,405,MIMO,406,12356,30.96274844,2
-89,-17,17,14,-139,-17,20.41289492,37,connected,1,49,6053,71,0,high-speed,millimeter wave,0,405,20.05633804,1,111,None,171,10271,93.27249371,2
-101,-34,0,11,-129,-5,52.15610039,105,connected,8,55,8536,26,0,stationary,millimeter wave,4,259,16.50910476,0,402,carrier aggregation,209,6297,6.631372166,8
-105,-96,15,5,-118,-19,81.89954725,141,connected,6,46,6720,61,0,high-speed,sub-6 GHz,1,54,6.36944126,1,434,None,403,6577,19.23023239,8
-94,-81,22,14,-135,-18,76.86789946,88,connected,3,49,11940,101,0,stationary,sub-6 GHz,1,472,12.6309657,1,408,MIMO,110,7003,40.75711258,9
-81,-65,10,14,-110,-10,100,258,idle,1,28,10975,88,1,high-speed,sub-6 GHz,1,177,1.865501174,0,15,None,124,3506,28.04052007,5
-111,-31,30,4,-119,-18,95.7552504,41,connected,9,43,6978,51,0,stationary,millimeter wave,2,291,5.111100779,0,247,carrier aggregation,313,8485,37.02604377,2
-84,-24,21,5,-127,-4,90.55530004,178,connected,7,6,9945,21,0,high-speed,sub-6 GHz,2,150,14.4353106,1,420,MIMO,132,2636,54.02669114,8
-116,-16,15,14,-80,-6,97.13391748,230,connected,5,41,13858,74,0,stationary,millimeter wave,4,237,14.98228444,0,222,None,193,11685,64.80416505,4
-105,-70,22,6,-140,-19,70.52603994,5,connected,0,33,10995,98,0,stationary,millimeter wave,4,176,12.6917786,0,439,None,60,7048,2.233722653,7
-74,-91,27,5,-85,-7,53.91680309,97,connected,2,34,11625,36,1,stationary,millimeter wave,1,171,17.09050827,0,82,carrier aggregation,290,7252,21.70452781,2
-112,-22,8,14,-83,-5,43.10354488,17,handover,4,62,12540,22,1,stationary,millimeter wave,4,59,22.27545048,1,465,None,85,7656,85.31315749,2
-117,-74,19,2,-136,-16,43.3932341,172,connected,5,5,4020,71,0,stationary,sub-6 GHz,2,291,10.37637002,0,257,MIMO,342,7976,19.20571822,5
-113,-62,12,14,-87,-18,56.00369534,0,connected,6,54,13390,46,1,stationary,millimeter wave,0,202,18.18298618,0,458,carrier aggregation,326,6481,38.22127074,2
-118,-92,0,8,-76,-4,70.84657208,258,connected,5,27,11173,64,0,stationary,millimeter wave,2,176,15.17751556,1,92,None,196,10654,90.70095929,0
-84,-91,27,6,-136,-9,100,52,connected,4,38,4516,66,0,high-speed,sub-6 GHz,4,349,24.29290657,0,256,carrier aggregation,103,3526,64.64708494,3
-85,-15,5,1,-79,-15,11.42494139,68,connected,7,26,5516,68,1,stationary,sub-6 GHz,3,12,5.352893216,0,7,carrier aggregation,459,5776,24.32235959,8
-71,-3,28,3,-115,-19,100,191,connected,9,23,12455,69,1,high-speed,millimeter wave,4,212,14.39392308,1,146,carrier aggregation,347,6876,91.30825985,8
-78,-16,11,13,-126,-18,98.6162292,2,idle,6,26,8383,66,1,high-speed,millimeter wave,3,401,20.20270251,0,411,MIMO,10,4565,32.87833295,3
-80,-71,9,1,-99,-11,88.69597228,61,connected,1,55,5561,74,0,stationary,sub-6 GHz,2,430,3.117268335,1,376,carrier aggregation,86,4612,74.08073187,5
-94,-2,18,8,-99,-19,100,253,handover,3,25,5866,67,0,stationary,millimeter wave,0,288,19.70843839,0,387,carrier aggregation,105,11998,77.85966599,9
-99,-96,11,4,-82,-10,18.56582292,268,handover,3,23,9151,65,0,high-speed,millimeter wave,1,436,12.36641237,0,130,MIMO,299,12508,34.70919446,4
-94,-96,25,15,-101,-13,55.53700445,57,connected,0,59,8885,41,0,high-speed,sub-6 GHz,2,30,19.48384652,1,369,None,119,9900,63.65593539,2
-100,-46,24,9,-111,-15,68.28629519,162,connected,7,32,13937,43,1,high-speed,sub-6 GHz,1,37,1.778883785,1,164,MIMO,350,10976,27.78796876,3
-100,-20,23,1,-83,-14,50.34962035,147,idle,8,33,4472,63,0,stationary,sub-6 GHz,2,107,11.00894012,0,124,carrier aggregation,2,9252,78.60512389,8
-108,-10,25,1,-136,-17,60.77984463,83,handover,6,12,5021,49,1,stationary,sub-6 GHz,4,445,10.8270154,0,1,None,227,5687,92.04863773,4
-74,-14,21,9,-105,-9,52.78219578,217,connected,2,26,10705,88,0,stationary,millimeter wave,1,422,11.93131775,1,433,None,390,11876,85.73961984,6
-80,-8,31,3,-130,-9,20.16782651,234,idle,1,55,6107,79,1,high-speed,millimeter wave,0,478,19.15544593,0,275,MIMO,41,7799,60.02159344,2
-89,-25,22,14,-79,-9,72.41442155,105,connected,4,48,11082,70,0,stationary,sub-6 GHz,2,236,8.904923278,0,18,carrier aggregation,22,2207,17.75067965,3
-119,-82,6,2,-89,-14,3.754454837,235,connected,4,45,13548,36,1,stationary,sub-6 GHz,1,93,7.871450086,1,468,MIMO,425,8152,76.74790938,2
-80,-16,23,11,-103,-20,98.90868714,119,connected,7,15,8824,65,1,high-speed,millimeter wave,0,129,13.12612664,0,5,None,448,11776,86.62066942,4
-79,-75,6,3,-105,-10,59.56411226,162,connected,1,8,14454,51,0,high-speed,sub-6 GHz,0,414,4.257291691,1,148,None,178,6608,87.05309939,3
-103,-33,1,11,-87,-14,81.23301692,187,connected,6,9,9209,82,1,high-speed,millimeter wave,2,137,15.09408934,0,126,MIMO,396,8630,6.933962636,8
-104,-40,9,15,-138,-11,87.94342247,161,handover,2,26,10250,97,0,high-speed,sub-6 GHz,3,76,7.803339844,1,56,carrier aggregation,395,7133,66.97365491,10
-119,-8,31,13,-73,-18,92.67985717,238,idle,1,43,8431,102,0,stationary,sub-6 GHz,1,318,20.89097377,0,233,carrier aggregation,300,9067,75.85141945,1
-73,-12,10,12,-79,-15,48.96905282,125,connected,7,46,6912,34,1,high-speed,sub-6 GHz,0,280,14.72027295,1,496,carrier aggregation,213,5040,60.40278096,10
-76,-55,25,8,-110,-7,100,256,connected,1,32,3567,52,1,stationary,sub-6 GHz,4,214,3.126666274,1,378,None,183,12312,94.76070394,10
-107,-29,18,0,-94,-16,100,84,handover,5,5,10114,104,1,stationary,sub-6 GHz,0,358,13.58431808,0,256,carrier aggregation,407,11991,20.08237157,5
-90,-99,22,6,-79,-7,23.20671913,219,connected,2,2,8207,20,1,high-speed,millimeter wave,2,318,7.614063723,0,298,None,418,6004,35.2612631,6
-111,-29,26,11,-98,-20,17.44770554,159,connected,7,40,11441,49,1,high-speed,millimeter wave,3,310,19.47196665,0,302,carrier aggregation,495,13580,96.94229532,1
-109,-25,17,6,-123,-4,100,249,connected,4,4,5249,39,0,stationary,millimeter wave,1,23,19.36137673,0,416,None,19,12372,12.89910141,3
-80,-88,24,0,-79,-4,88.44328794,132,connected,8,32,11361,39,0,stationary,sub-6 GHz,4,105,19.09067183,0,250,None,417,12737,98.07762122,7
-72,-4,31,7,-124,-10,80.67918842,180,connected,5,41,11560,89,0,high-speed,sub-6 GHz,1,452,2.521483423,0,103,MIMO,126,7376,50.59848397,7
-83,-31,2,13,-86,-10,84.42867085,58,connected,4,16,8545,29,0,high-speed,millimeter wave,1,309,3.79966068,0,430,carrier aggregation,443,3932,67.15359043,9
-115,-57,29,8,-103,-4,46.72240936,1,connected,4,45,13289,18,0,high-speed,sub-6 GHz,3,417,14.3715701,0,397,carrier aggregation,252,5768,98.10883327,7
-92,-17,26,11,-112,-19,59.9665217,213,connected,0,24,10514,59,0,high-speed,millimeter wave,2,216,17.15561696,1,231,carrier aggregation,367,5463,56.51408915,10
